"ID";"Group";"FKG";"DKG";"Gender";"Elderly";"Age"
8573;3;0;0;"male";"65-";"10-14"
8574;21;0;0;"female";"65-";"0-4"
8575;19;0;1;"male";"65+";"90-94"
8576;27;1;0;"female";"65-";"30-34"
8577;5;0;0;"male";"65-";"20-24"
8578;7;0;1;"male";"65-";"30-34"
8579;10;1;0;"male";"65-";"45-49"
8580;37;1;0;"female";"65+";"80-84"
8581;33;1;0;"female";"65-";"60-64"
8582;20;1;0;"male";"65+";"95-99"
8583;3;0;0;"male";"65-";"10-14"
8584;19;1;0;"male";"65+";"90-94"
8585;30;1;0;"female";"65-";"45-49"
8586;31;1;1;"female";"65-";"50-54"
8587;11;1;0;"male";"65-";"50-54"
8588;32;0;0;"female";"65-";"55-59"
8589;22;0;1;"female";"65-";"5-9"
8590;33;0;1;"female";"65-";"60-64"
8591;37;0;0;"female";"65+";"80-84"
8592;4;0;1;"male";"65-";"15-19"
8593;23;0;1;"female";"65-";"10-14"
8594;2;0;1;"male";"65-";"5-9"
8595;9;1;0;"male";"65-";"40-44"
8596;15;1;0;"male";"65+";"70-74"
8597;33;1;1;"female";"65-";"60-64"
8598;25;0;0;"female";"65-";"20-24"
8599;11;0;0;"male";"65-";"50-54"
8600;30;0;1;"female";"65-";"45-49"
8601;37;1;1;"female";"65+";"80-84"
8602;29;0;0;"female";"65-";"40-44"
8603;36;1;1;"female";"65+";"75-79"
8604;27;0;0;"female";"65-";"30-34"
8605;27;0;1;"female";"65-";"30-34"
8606;24;0;0;"female";"65-";"15-19"
8607;25;0;1;"female";"65-";"20-24"
8608;34;1;1;"female";"65+";"65-69"
8609;16;1;0;"male";"65+";"75-79"
8610;32;1;0;"female";"65-";"55-59"
8611;2;1;0;"male";"65-";"5-9"
8612;26;0;1;"female";"65-";"25-29"
8613;37;0;0;"female";"65+";"80-84"
8614;12;0;1;"male";"65-";"55-59"
8615;22;0;1;"female";"65-";"5-9"
8616;29;1;1;"female";"65-";"40-44"
8617;9;1;0;"male";"65-";"40-44"
8618;12;0;1;"male";"65-";"55-59"
8619;13;1;1;"male";"65-";"60-64"
8620;19;0;0;"male";"65+";"90-94"
8621;7;1;1;"male";"65-";"30-34"
8622;39;0;1;"female";"65+";"90-94"
8623;21;1;0;"female";"65-";"0-4"
8624;29;1;1;"female";"65-";"40-44"
8625;9;1;1;"male";"65-";"40-44"
8626;36;0;1;"female";"65+";"75-79"
8627;1;0;0;"male";"65-";"0-4"
8628;23;0;0;"female";"65-";"10-14"
8629;18;0;1;"male";"65+";"85-89"
8630;12;1;1;"male";"65-";"55-59"
8631;2;1;1;"male";"65-";"5-9"
8632;34;0;0;"female";"65+";"65-69"
8633;17;1;0;"male";"65+";"80-84"
8634;28;1;1;"female";"65-";"35-39"
8635;8;1;0;"male";"65-";"35-39"
8636;11;0;1;"male";"65-";"50-54"
8637;30;1;1;"female";"65-";"45-49"
8638;24;0;1;"female";"65-";"15-19"
8639;21;1;0;"female";"65-";"0-4"
8640;35;1;1;"female";"65+";"70-74"
8641;37;1;0;"female";"65+";"80-84"
8642;27;0;0;"female";"65-";"30-34"
8643;19;0;1;"male";"65+";"90-94"
8644;29;1;0;"female";"65-";"40-44"
8645;2;0;1;"male";"65-";"5-9"
8646;35;0;0;"female";"65+";"70-74"
8647;20;1;1;"male";"65+";"95-99"
8648;4;1;0;"male";"65-";"15-19"
8649;35;0;1;"female";"65+";"70-74"
8650;28;1;0;"female";"65-";"35-39"
8651;18;0;1;"male";"65+";"85-89"
8652;24;1;1;"female";"65-";"15-19"
8653;29;0;0;"female";"65-";"40-44"
8654;1;0;0;"male";"65-";"0-4"
8655;20;0;0;"male";"65+";"95-99"
8656;19;1;1;"male";"65+";"90-94"
8657;25;1;1;"female";"65-";"20-24"
8658;13;1;1;"male";"65-";"60-64"
8659;28;0;1;"female";"65-";"35-39"
8660;38;1;0;"female";"65+";"85-89"
8661;16;1;1;"male";"65+";"75-79"
8662;20;0;1;"male";"65+";"95-99"
8663;8;0;1;"male";"65-";"35-39"
8664;24;0;1;"female";"65-";"15-19"
8665;3;0;1;"male";"65-";"10-14"
8666;36;1;0;"female";"65+";"75-79"
8667;11;1;0;"male";"65-";"50-54"
8668;16;1;1;"male";"65+";"75-79"
8669;29;0;0;"female";"65-";"40-44"
8670;36;0;1;"female";"65+";"75-79"
8671;39;1;1;"female";"65+";"90-94"
8672;11;1;1;"male";"65-";"50-54"
8673;23;0;0;"female";"65-";"10-14"
8674;3;0;0;"male";"65-";"10-14"
8675;3;1;0;"male";"65-";"10-14"
8676;30;1;0;"female";"65-";"45-49"
8677;30;1;0;"female";"65-";"45-49"
8678;3;1;0;"male";"65-";"10-14"
8679;5;1;1;"male";"65-";"20-24"
8680;9;0;0;"male";"65-";"40-44"
8681;18;0;0;"male";"65+";"85-89"
8682;40;1;1;"female";"65+";"95-99"
8683;27;0;0;"female";"65-";"30-34"
8684;12;0;1;"male";"65-";"55-59"
8685;28;0;1;"female";"65-";"35-39"
8686;36;0;1;"female";"65+";"75-79"
8687;24;0;1;"female";"65-";"15-19"
8688;32;1;0;"female";"65-";"55-59"
8689;15;1;1;"male";"65+";"70-74"
8690;26;0;0;"female";"65-";"25-29"
8691;9;1;0;"male";"65-";"40-44"
8692;34;1;1;"female";"65+";"65-69"
8693;34;1;0;"female";"65+";"65-69"
8694;14;0;1;"male";"65+";"65-69"
8695;11;1;0;"male";"65-";"50-54"
8696;22;1;1;"female";"65-";"5-9"
8697;4;0;1;"male";"65-";"15-19"
8698;6;0;1;"male";"65-";"25-29"
8699;22;0;1;"female";"65-";"5-9"
8700;39;1;1;"female";"65+";"90-94"
8701;12;1;0;"male";"65-";"55-59"
8702;14;1;0;"male";"65+";"65-69"
8703;22;0;1;"female";"65-";"5-9"
8704;18;1;1;"male";"65+";"85-89"
8705;35;0;1;"female";"65+";"70-74"
8706;23;1;0;"female";"65-";"10-14"
8707;22;1;1;"female";"65-";"5-9"
8708;36;0;1;"female";"65+";"75-79"
8709;23;0;0;"female";"65-";"10-14"
8710;3;1;1;"male";"65-";"10-14"
8711;11;0;0;"male";"65-";"50-54"
8712;23;0;0;"female";"65-";"10-14"
8713;32;1;1;"female";"65-";"55-59"
8714;6;0;0;"male";"65-";"25-29"
8715;20;1;0;"male";"65+";"95-99"
8716;29;1;0;"female";"65-";"40-44"
8717;38;1;1;"female";"65+";"85-89"
8718;34;0;1;"female";"65+";"65-69"
8719;16;1;0;"male";"65+";"75-79"
8720;13;1;1;"male";"65-";"60-64"
8721;37;0;1;"female";"65+";"80-84"
8722;3;1;0;"male";"65-";"10-14"
8723;5;0;1;"male";"65-";"20-24"
8724;37;1;1;"female";"65+";"80-84"
8725;8;1;1;"male";"65-";"35-39"
8726;34;1;0;"female";"65+";"65-69"
8727;26;1;0;"female";"65-";"25-29"
8728;24;1;0;"female";"65-";"15-19"
8729;3;0;0;"male";"65-";"10-14"
8730;12;1;0;"male";"65-";"55-59"
8731;36;1;0;"female";"65+";"75-79"
8732;7;0;1;"male";"65-";"30-34"
8733;18;0;1;"male";"65+";"85-89"
8734;31;0;1;"female";"65-";"50-54"
8735;15;1;1;"male";"65+";"70-74"
8736;8;0;0;"male";"65-";"35-39"
8737;28;0;0;"female";"65-";"35-39"
8738;14;0;0;"male";"65+";"65-69"
8739;14;0;0;"male";"65+";"65-69"
8740;38;1;1;"female";"65+";"85-89"
8741;29;0;1;"female";"65-";"40-44"
8742;21;0;1;"female";"65-";"0-4"
8743;27;0;1;"female";"65-";"30-34"
8744;15;0;0;"male";"65+";"70-74"
8745;29;0;0;"female";"65-";"40-44"
8746;7;1;1;"male";"65-";"30-34"
8747;31;1;1;"female";"65-";"50-54"
8748;4;1;0;"male";"65-";"15-19"
8749;7;0;1;"male";"65-";"30-34"
8750;40;1;0;"female";"65+";"95-99"
8751;38;1;1;"female";"65+";"85-89"
8752;3;0;0;"male";"65-";"10-14"
8753;22;0;0;"female";"65-";"5-9"
8754;3;1;0;"male";"65-";"10-14"
8755;16;1;0;"male";"65+";"75-79"
8756;7;0;0;"male";"65-";"30-34"
8757;23;0;1;"female";"65-";"10-14"
8758;30;0;1;"female";"65-";"45-49"
8759;3;0;0;"male";"65-";"10-14"
8760;18;0;1;"male";"65+";"85-89"
8761;17;0;0;"male";"65+";"80-84"
8762;35;1;0;"female";"65+";"70-74"
8763;13;0;1;"male";"65-";"60-64"
8764;38;1;0;"female";"65+";"85-89"
8765;40;0;1;"female";"65+";"95-99"
8766;25;0;0;"female";"65-";"20-24"
8767;39;1;1;"female";"65+";"90-94"
8768;26;0;0;"female";"65-";"25-29"
8769;27;1;1;"female";"65-";"30-34"
8770;39;0;1;"female";"65+";"90-94"
8771;14;1;0;"male";"65+";"65-69"
8772;31;1;0;"female";"65-";"50-54"
8773;32;0;0;"female";"65-";"55-59"
8774;12;0;1;"male";"65-";"55-59"
8775;18;0;0;"male";"65+";"85-89"
8776;23;0;0;"female";"65-";"10-14"
8777;26;0;0;"female";"65-";"25-29"
8778;29;1;1;"female";"65-";"40-44"
8779;5;0;0;"male";"65-";"20-24"
8780;15;0;0;"male";"65+";"70-74"
8781;40;0;1;"female";"65+";"95-99"
8782;18;1;1;"male";"65+";"85-89"
8783;38;0;1;"female";"65+";"85-89"
8784;3;1;1;"male";"65-";"10-14"
8785;24;1;1;"female";"65-";"15-19"
8786;29;0;0;"female";"65-";"40-44"
8787;20;0;1;"male";"65+";"95-99"
8788;5;1;1;"male";"65-";"20-24"
8789;8;1;1;"male";"65-";"35-39"
8790;2;0;1;"male";"65-";"5-9"
8791;20;1;1;"male";"65+";"95-99"
8792;14;1;1;"male";"65+";"65-69"
8793;18;1;0;"male";"65+";"85-89"
8794;30;1;0;"female";"65-";"45-49"
8795;21;0;1;"female";"65-";"0-4"
8796;16;1;1;"male";"65+";"75-79"
8797;28;1;0;"female";"65-";"35-39"
8798;24;0;1;"female";"65-";"15-19"
8799;29;0;0;"female";"65-";"40-44"
8800;6;0;1;"male";"65-";"25-29"
8801;40;0;1;"female";"65+";"95-99"
8802;14;0;1;"male";"65+";"65-69"
8803;26;0;0;"female";"65-";"25-29"
8804;5;0;1;"male";"65-";"20-24"
8805;25;1;1;"female";"65-";"20-24"
8806;8;1;0;"male";"65-";"35-39"
8807;14;1;0;"male";"65+";"65-69"
8808;21;0;1;"female";"65-";"0-4"
8809;23;0;1;"female";"65-";"10-14"
8810;38;0;0;"female";"65+";"85-89"
8811;7;1;1;"male";"65-";"30-34"
8812;23;1;0;"female";"65-";"10-14"
8813;12;1;0;"male";"65-";"55-59"
8814;24;1;0;"female";"65-";"15-19"
8815;33;0;0;"female";"65-";"60-64"
8816;20;0;1;"male";"65+";"95-99"
8817;13;0;1;"male";"65-";"60-64"
8818;3;1;1;"male";"65-";"10-14"
8819;21;1;1;"female";"65-";"0-4"
8820;20;0;1;"male";"65+";"95-99"
8821;15;1;1;"male";"65+";"70-74"
8822;12;1;0;"male";"65-";"55-59"
8823;22;1;0;"female";"65-";"5-9"
8824;37;0;0;"female";"65+";"80-84"
8825;11;1;0;"male";"65-";"50-54"
8826;1;1;1;"male";"65-";"0-4"
8827;34;1;0;"female";"65+";"65-69"
8828;2;1;1;"male";"65-";"5-9"
8829;24;0;0;"female";"65-";"15-19"
8830;40;1;0;"female";"65+";"95-99"
8831;23;1;0;"female";"65-";"10-14"
8832;30;0;0;"female";"65-";"45-49"
8833;7;1;0;"male";"65-";"30-34"
8834;13;1;1;"male";"65-";"60-64"
8835;28;0;1;"female";"65-";"35-39"
8836;35;1;0;"female";"65+";"70-74"
8837;16;1;0;"male";"65+";"75-79"
8838;12;1;1;"male";"65-";"55-59"
8839;40;0;1;"female";"65+";"95-99"
8840;6;1;0;"male";"65-";"25-29"
8841;40;1;1;"female";"65+";"95-99"
8842;26;1;1;"female";"65-";"25-29"
8843;25;0;0;"female";"65-";"20-24"
8844;7;0;0;"male";"65-";"30-34"
8845;6;1;0;"male";"65-";"25-29"
8846;31;1;1;"female";"65-";"50-54"
8847;32;1;1;"female";"65-";"55-59"
8848;9;1;1;"male";"65-";"40-44"
8849;29;0;1;"female";"65-";"40-44"
8850;12;0;1;"male";"65-";"55-59"
8851;11;0;1;"male";"65-";"50-54"
8852;37;1;0;"female";"65+";"80-84"
8853;38;1;1;"female";"65+";"85-89"
8854;19;1;1;"male";"65+";"90-94"
8855;14;1;1;"male";"65+";"65-69"
8856;16;0;0;"male";"65+";"75-79"
8857;7;1;1;"male";"65-";"30-34"
8858;9;1;1;"male";"65-";"40-44"
8859;34;1;0;"female";"65+";"65-69"
8860;14;1;1;"male";"65+";"65-69"
8861;24;1;1;"female";"65-";"15-19"
8862;19;1;0;"male";"65+";"90-94"
8863;4;1;0;"male";"65-";"15-19"
8864;36;0;0;"female";"65+";"75-79"
8865;11;1;0;"male";"65-";"50-54"
8866;29;0;0;"female";"65-";"40-44"
8867;10;0;1;"male";"65-";"45-49"
8868;36;0;1;"female";"65+";"75-79"
8869;7;1;1;"male";"65-";"30-34"
8870;19;1;1;"male";"65+";"90-94"
8871;32;0;0;"female";"65-";"55-59"
8872;14;0;0;"male";"65+";"65-69"
8873;20;1;0;"male";"65+";"95-99"
8874;11;0;1;"male";"65-";"50-54"
8875;40;1;0;"female";"65+";"95-99"
8876;18;0;0;"male";"65+";"85-89"
8877;30;1;1;"female";"65-";"45-49"
8878;28;0;0;"female";"65-";"35-39"
8879;37;0;1;"female";"65+";"80-84"
8880;31;0;1;"female";"65-";"50-54"
8881;35;0;0;"female";"65+";"70-74"
8882;11;0;1;"male";"65-";"50-54"
8883;19;1;0;"male";"65+";"90-94"
8884;32;1;0;"female";"65-";"55-59"
8885;24;1;1;"female";"65-";"15-19"
8886;40;1;1;"female";"65+";"95-99"
8887;38;0;0;"female";"65+";"85-89"
8888;36;1;0;"female";"65+";"75-79"
8889;23;1;0;"female";"65-";"10-14"
8890;37;0;0;"female";"65+";"80-84"
8891;12;0;0;"male";"65-";"55-59"
8892;11;1;1;"male";"65-";"50-54"
8893;29;0;0;"female";"65-";"40-44"
8894;7;0;1;"male";"65-";"30-34"
8895;20;1;1;"male";"65+";"95-99"
8896;40;1;1;"female";"65+";"95-99"
8897;29;0;1;"female";"65-";"40-44"
8898;25;0;1;"female";"65-";"20-24"
8899;31;0;0;"female";"65-";"50-54"
8900;2;1;1;"male";"65-";"5-9"
8901;36;0;0;"female";"65+";"75-79"
8902;31;0;0;"female";"65-";"50-54"
8903;19;0;0;"male";"65+";"90-94"
8904;36;1;1;"female";"65+";"75-79"
8905;17;1;0;"male";"65+";"80-84"
8906;31;1;0;"female";"65-";"50-54"
8907;38;1;0;"female";"65+";"85-89"
8908;31;0;0;"female";"65-";"50-54"
8909;27;0;1;"female";"65-";"30-34"
8910;37;1;1;"female";"65+";"80-84"
8911;11;0;0;"male";"65-";"50-54"
8912;39;1;1;"female";"65+";"90-94"
8913;18;1;1;"male";"65+";"85-89"
8914;11;1;1;"male";"65-";"50-54"
8915;15;0;1;"male";"65+";"70-74"
8916;37;1;0;"female";"65+";"80-84"
8917;12;1;1;"male";"65-";"55-59"
8918;9;1;0;"male";"65-";"40-44"
8919;3;0;0;"male";"65-";"10-14"
8920;38;0;0;"female";"65+";"85-89"
8921;34;1;0;"female";"65+";"65-69"
8922;25;1;0;"female";"65-";"20-24"
8923;2;1;1;"male";"65-";"5-9"
8924;11;0;0;"male";"65-";"50-54"
8925;31;0;0;"female";"65-";"50-54"
8926;37;1;0;"female";"65+";"80-84"
8927;2;1;0;"male";"65-";"5-9"
8928;25;1;1;"female";"65-";"20-24"
8929;2;0;1;"male";"65-";"5-9"
8930;40;0;0;"female";"65+";"95-99"
8931;8;1;1;"male";"65-";"35-39"
8932;27;1;0;"female";"65-";"30-34"
8933;27;1;1;"female";"65-";"30-34"
8934;33;0;0;"female";"65-";"60-64"
8935;36;0;0;"female";"65+";"75-79"
8936;4;0;1;"male";"65-";"15-19"
8937;34;1;0;"female";"65+";"65-69"
8938;17;0;1;"male";"65+";"80-84"
8939;3;0;1;"male";"65-";"10-14"
8940;5;1;1;"male";"65-";"20-24"
8941;30;1;0;"female";"65-";"45-49"
8942;24;1;1;"female";"65-";"15-19"
8943;22;1;0;"female";"65-";"5-9"
8944;2;0;1;"male";"65-";"5-9"
8945;25;1;1;"female";"65-";"20-24"
8946;30;0;1;"female";"65-";"45-49"
8947;5;1;1;"male";"65-";"20-24"
8948;15;1;1;"male";"65+";"70-74"
8949;6;1;1;"male";"65-";"25-29"
8950;12;0;1;"male";"65-";"55-59"
8951;37;0;0;"female";"65+";"80-84"
8952;5;0;1;"male";"65-";"20-24"
8953;23;1;0;"female";"65-";"10-14"
8954;1;1;1;"male";"65-";"0-4"
8955;32;1;1;"female";"65-";"55-59"
8956;33;1;1;"female";"65-";"60-64"
8957;21;0;0;"female";"65-";"0-4"
8958;20;1;0;"male";"65+";"95-99"
8959;17;0;1;"male";"65+";"80-84"
8960;22;1;1;"female";"65-";"5-9"
8961;1;0;0;"male";"65-";"0-4"
8962;7;1;0;"male";"65-";"30-34"
8963;36;1;1;"female";"65+";"75-79"
8964;21;1;0;"female";"65-";"0-4"
8965;39;0;1;"female";"65+";"90-94"
8966;33;0;1;"female";"65-";"60-64"
8967;38;1;0;"female";"65+";"85-89"
8968;12;0;1;"male";"65-";"55-59"
8969;25;1;1;"female";"65-";"20-24"
8970;32;1;0;"female";"65-";"55-59"
8971;38;0;1;"female";"65+";"85-89"
8972;22;1;1;"female";"65-";"5-9"
8973;34;1;1;"female";"65+";"65-69"
8974;33;1;1;"female";"65-";"60-64"
8975;27;0;0;"female";"65-";"30-34"
8976;40;0;0;"female";"65+";"95-99"
8977;34;1;1;"female";"65+";"65-69"
8978;36;1;1;"female";"65+";"75-79"
8979;20;0;0;"male";"65+";"95-99"
8980;4;1;1;"male";"65-";"15-19"
8981;2;1;0;"male";"65-";"5-9"
8982;1;1;0;"male";"65-";"0-4"
8983;33;0;0;"female";"65-";"60-64"
8984;2;0;0;"male";"65-";"5-9"
8985;33;0;1;"female";"65-";"60-64"
8986;4;0;0;"male";"65-";"15-19"
8987;35;0;1;"female";"65+";"70-74"
8988;1;0;0;"male";"65-";"0-4"
8989;3;0;0;"male";"65-";"10-14"
8990;38;0;0;"female";"65+";"85-89"
8991;10;1;0;"male";"65-";"45-49"
8992;26;0;1;"female";"65-";"25-29"
8993;18;1;0;"male";"65+";"85-89"
8994;24;0;1;"female";"65-";"15-19"
8995;39;1;0;"female";"65+";"90-94"
8996;40;1;0;"female";"65+";"95-99"
8997;11;0;0;"male";"65-";"50-54"
8998;12;1;1;"male";"65-";"55-59"
8999;8;0;0;"male";"65-";"35-39"
9000;8;0;0;"male";"65-";"35-39"
9001;40;1;0;"female";"65+";"95-99"
9002;39;1;1;"female";"65+";"90-94"
9003;21;1;1;"female";"65-";"0-4"
9004;10;1;0;"male";"65-";"45-49"
9005;21;1;1;"female";"65-";"0-4"
9006;24;1;0;"female";"65-";"15-19"
9007;9;1;1;"male";"65-";"40-44"
9008;9;1;1;"male";"65-";"40-44"
9009;34;1;0;"female";"65+";"65-69"
9010;15;0;0;"male";"65+";"70-74"
9011;37;0;1;"female";"65+";"80-84"
9012;13;0;0;"male";"65-";"60-64"
9013;5;0;0;"male";"65-";"20-24"
9014;9;1;0;"male";"65-";"40-44"
9015;23;1;0;"female";"65-";"10-14"
9016;17;0;0;"male";"65+";"80-84"
9017;32;0;0;"female";"65-";"55-59"
9018;19;0;1;"male";"65+";"90-94"
9019;35;1;0;"female";"65+";"70-74"
9020;8;0;1;"male";"65-";"35-39"
9021;13;0;0;"male";"65-";"60-64"
9022;16;0;1;"male";"65+";"75-79"
9023;1;1;0;"male";"65-";"0-4"
9024;36;1;1;"female";"65+";"75-79"
9025;17;1;0;"male";"65+";"80-84"
9026;1;1;0;"male";"65-";"0-4"
9027;26;1;0;"female";"65-";"25-29"
9028;11;0;0;"male";"65-";"50-54"
9029;32;1;0;"female";"65-";"55-59"
9030;5;0;1;"male";"65-";"20-24"
9031;3;1;1;"male";"65-";"10-14"
9032;9;1;0;"male";"65-";"40-44"
9033;12;1;0;"male";"65-";"55-59"
9034;16;0;1;"male";"65+";"75-79"
9035;15;0;0;"male";"65+";"70-74"
9036;1;0;0;"male";"65-";"0-4"
9037;13;1;0;"male";"65-";"60-64"
9038;22;1;0;"female";"65-";"5-9"
9039;35;1;1;"female";"65+";"70-74"
9040;11;0;0;"male";"65-";"50-54"
9041;4;0;0;"male";"65-";"15-19"
9042;4;0;0;"male";"65-";"15-19"
9043;11;1;0;"male";"65-";"50-54"
9044;4;0;0;"male";"65-";"15-19"
9045;5;0;1;"male";"65-";"20-24"
9046;8;1;0;"male";"65-";"35-39"
9047;3;0;0;"male";"65-";"10-14"
9048;14;0;1;"male";"65+";"65-69"
9049;35;1;1;"female";"65+";"70-74"
9050;32;0;0;"female";"65-";"55-59"
9051;12;1;1;"male";"65-";"55-59"
9052;29;0;0;"female";"65-";"40-44"
9053;26;1;1;"female";"65-";"25-29"
9054;7;0;1;"male";"65-";"30-34"
9055;7;0;0;"male";"65-";"30-34"
9056;7;1;0;"male";"65-";"30-34"
9057;36;0;0;"female";"65+";"75-79"
9058;12;1;1;"male";"65-";"55-59"
9059;1;1;0;"male";"65-";"0-4"
9060;2;0;1;"male";"65-";"5-9"
9061;24;1;0;"female";"65-";"15-19"
9062;10;0;0;"male";"65-";"45-49"
9063;13;0;0;"male";"65-";"60-64"
9064;32;1;1;"female";"65-";"55-59"
9065;31;1;1;"female";"65-";"50-54"
9066;24;1;0;"female";"65-";"15-19"
9067;6;0;1;"male";"65-";"25-29"
9068;26;0;1;"female";"65-";"25-29"
9069;35;0;1;"female";"65+";"70-74"
9070;24;0;1;"female";"65-";"15-19"
9071;8;0;0;"male";"65-";"35-39"
9072;40;0;0;"female";"65+";"95-99"
9073;6;0;1;"male";"65-";"25-29"
9074;8;0;0;"male";"65-";"35-39"
9075;32;1;0;"female";"65-";"55-59"
9076;10;1;1;"male";"65-";"45-49"
9077;35;0;1;"female";"65+";"70-74"
9078;17;0;0;"male";"65+";"80-84"
9079;27;0;0;"female";"65-";"30-34"
9080;24;0;1;"female";"65-";"15-19"
9081;13;0;0;"male";"65-";"60-64"
9082;18;0;0;"male";"65+";"85-89"
9083;17;0;0;"male";"65+";"80-84"
9084;21;0;1;"female";"65-";"0-4"
9085;18;0;0;"male";"65+";"85-89"
9086;8;1;1;"male";"65-";"35-39"
9087;3;0;0;"male";"65-";"10-14"
9088;39;0;0;"female";"65+";"90-94"
9089;22;0;0;"female";"65-";"5-9"
9090;30;0;1;"female";"65-";"45-49"
9091;23;1;0;"female";"65-";"10-14"
9092;28;0;0;"female";"65-";"35-39"
9093;11;0;1;"male";"65-";"50-54"
9094;12;1;1;"male";"65-";"55-59"
9095;6;0;0;"male";"65-";"25-29"
9096;28;0;1;"female";"65-";"35-39"
9097;36;0;0;"female";"65+";"75-79"
9098;39;0;1;"female";"65+";"90-94"
9099;13;0;0;"male";"65-";"60-64"
9100;2;0;0;"male";"65-";"5-9"
9101;38;1;1;"female";"65+";"85-89"
9102;17;1;0;"male";"65+";"80-84"
9103;15;0;0;"male";"65+";"70-74"
9104;13;1;1;"male";"65-";"60-64"
9105;23;1;0;"female";"65-";"10-14"
9106;4;0;1;"male";"65-";"15-19"
9107;31;1;0;"female";"65-";"50-54"
9108;17;0;1;"male";"65+";"80-84"
9109;33;0;0;"female";"65-";"60-64"
9110;15;0;1;"male";"65+";"70-74"
9111;36;0;0;"female";"65+";"75-79"
9112;10;0;1;"male";"65-";"45-49"
9113;24;0;1;"female";"65-";"15-19"
9114;15;0;0;"male";"65+";"70-74"
9115;30;1;0;"female";"65-";"45-49"
9116;1;0;1;"male";"65-";"0-4"
9117;38;0;0;"female";"65+";"85-89"
9118;35;1;0;"female";"65+";"70-74"
9119;26;0;0;"female";"65-";"25-29"
9120;12;0;1;"male";"65-";"55-59"
9121;38;0;0;"female";"65+";"85-89"
9122;27;0;0;"female";"65-";"30-34"
9123;25;1;1;"female";"65-";"20-24"
9124;23;1;0;"female";"65-";"10-14"
9125;8;1;0;"male";"65-";"35-39"
9126;21;0;0;"female";"65-";"0-4"
9127;29;0;1;"female";"65-";"40-44"
9128;38;0;0;"female";"65+";"85-89"
9129;3;0;1;"male";"65-";"10-14"
9130;10;1;0;"male";"65-";"45-49"
9131;28;1;0;"female";"65-";"35-39"
9132;14;0;1;"male";"65+";"65-69"
9133;5;0;0;"male";"65-";"20-24"
9134;38;0;1;"female";"65+";"85-89"
9135;15;1;0;"male";"65+";"70-74"
9136;29;1;1;"female";"65-";"40-44"
9137;31;1;1;"female";"65-";"50-54"
9138;17;0;0;"male";"65+";"80-84"
9139;10;0;0;"male";"65-";"45-49"
9140;11;1;1;"male";"65-";"50-54"
9141;3;0;1;"male";"65-";"10-14"
9142;37;1;1;"female";"65+";"80-84"
9143;19;0;0;"male";"65+";"90-94"
9144;25;1;1;"female";"65-";"20-24"
9145;12;0;0;"male";"65-";"55-59"
9146;39;1;1;"female";"65+";"90-94"
9147;35;0;1;"female";"65+";"70-74"
9148;31;1;1;"female";"65-";"50-54"
9149;6;0;1;"male";"65-";"25-29"
9150;27;0;0;"female";"65-";"30-34"
9151;4;1;1;"male";"65-";"15-19"
9152;11;0;1;"male";"65-";"50-54"
9153;9;0;1;"male";"65-";"40-44"
9154;20;1;0;"male";"65+";"95-99"
9155;37;1;0;"female";"65+";"80-84"
9156;33;1;1;"female";"65-";"60-64"
9157;33;0;1;"female";"65-";"60-64"
9158;27;1;1;"female";"65-";"30-34"
9159;10;0;0;"male";"65-";"45-49"
9160;12;1;1;"male";"65-";"55-59"
9161;3;1;0;"male";"65-";"10-14"
9162;38;1;1;"female";"65+";"85-89"
9163;26;1;1;"female";"65-";"25-29"
9164;25;0;1;"female";"65-";"20-24"
9165;3;1;0;"male";"65-";"10-14"
9166;20;1;1;"male";"65+";"95-99"
9167;18;1;1;"male";"65+";"85-89"
9168;1;1;1;"male";"65-";"0-4"
9169;10;1;1;"male";"65-";"45-49"
9170;7;1;1;"male";"65-";"30-34"
9171;14;0;1;"male";"65+";"65-69"
9172;19;0;1;"male";"65+";"90-94"
9173;27;0;0;"female";"65-";"30-34"
9174;39;1;0;"female";"65+";"90-94"
9175;30;0;0;"female";"65-";"45-49"
9176;10;1;1;"male";"65-";"45-49"
9177;25;1;0;"female";"65-";"20-24"
9178;6;1;1;"male";"65-";"25-29"
9179;3;1;1;"male";"65-";"10-14"
9180;23;0;1;"female";"65-";"10-14"
9181;30;0;1;"female";"65-";"45-49"
9182;31;1;0;"female";"65-";"50-54"
9183;15;1;1;"male";"65+";"70-74"
9184;6;0;1;"male";"65-";"25-29"
9185;35;1;0;"female";"65+";"70-74"
9186;3;0;0;"male";"65-";"10-14"
9187;27;1;1;"female";"65-";"30-34"
9188;10;1;0;"male";"65-";"45-49"
9189;14;0;0;"male";"65+";"65-69"
9190;11;0;0;"male";"65-";"50-54"
9191;40;0;1;"female";"65+";"95-99"
9192;37;0;1;"female";"65+";"80-84"
9193;27;1;1;"female";"65-";"30-34"
9194;14;0;0;"male";"65+";"65-69"
9195;6;0;0;"male";"65-";"25-29"
9196;24;1;1;"female";"65-";"15-19"
9197;20;0;0;"male";"65+";"95-99"
9198;39;1;0;"female";"65+";"90-94"
9199;7;1;0;"male";"65-";"30-34"
9200;1;1;0;"male";"65-";"0-4"
9201;4;1;0;"male";"65-";"15-19"
9202;10;0;0;"male";"65-";"45-49"
9203;24;1;0;"female";"65-";"15-19"
9204;18;0;0;"male";"65+";"85-89"
9205;24;1;0;"female";"65-";"15-19"
9206;31;0;0;"female";"65-";"50-54"
